background,justClass,processedRace,processedWeapons
Soldier,Fighter,Human,"Crossbow, Light"
Sailor,Cleric,Human,"Mace|Crossbow, Light"
Criminal,Rogue,Tiefling,Shortsword|Shortbow|Dagger
Sailor,Warlock,Human,Dagger
Folk Hero,Monk,Halfling,Quarterstaff|Dart|Unarmed Strike
Noble,Rogue,Elf,"Rapier|Shortbow|Dagger|Crossbow, Heavy"
Urchin,Rogue,Elf,Rapier|Shortbow|Dagger
Criminal,Rogue,Elf,Rapier|Shortbow|Dagger
Hermit,Druid,Half-Elf,Scimitar
Soldier,Fighter,Human,"Longsword|Pike|Crossbow, Light"
Charlatan,Wizard,Half-Elf,Dagger
Urchin,Monk,Tabaxi,Shortsword|Dart|Unarmed Strike
Outlander,Barbarian,Elf,Glaive|Handaxe|Javelin
Soldier,Fighter,Dragonborn,Greatsword|Pike|Handaxe
Entertainer,Bard,Tiefling,Rapier|Dagger
Hermit,Druid,Human,Spear
Urchin,Cleric,Human,"Mace|Crossbow, Light"
Acolyte,Cleric,Human,Mace|Mace
Charlatan,Bard,Human,Rapier|Dagger
Criminal,Warlock,Tiefling,"Crossbow, Light|Dagger|Dagger|Handaxe"
Entertainer,Bard,Half-Elf,Shortsword|Dagger
Criminal,Sorcerer,Human,Spear|Dagger
Urchin,Paladin,Human,Greatsword|Mace
Outlander,Druid,Human,Quarterstaff|Handaxe
Acolyte,Bard,Custom,Dagger|Dagger
Charlatan,Fighter|Rogue,Human,"Pike|Crossbow, Light"
Sage,Barbarian|Fighter,Human,Lance|Javelin|Rapier|Rapier
Noble,Cleric|Rogue,Elf,Quarterstaff
Outlander,Druid|Paladin|Barbarian,Human,Scimitar
Sage,Rogue|Cleric|Bard|Fighter|Druid|Wizard,Half-Elf,"Rapier|Shortbow|Dagger|Crossbow, hand"
Entertainer,Bard|Warlock,Aasimar,Rapier|Dagger
Sage,Warlock|Sorcerer,Half-Elf,Spear|Quarterstaff|Dagger
Noble,Wizard|Rogue,Elf,Quarterstaff
Criminal,Fighter|Cleric,Human,"Longbow|Crossbow, hand|Dagger|Sling|Crossbow, hand|Whip"
Acolyte,Paladin|Warlock|Sorcerer|Fighter|Bard|Barbarian|Druid,Half-Elf,Longsword
Charlatan,Rogue|Fighter,Human,Rapier|Shortbow|Dagger
Charlatan,Rogue|Fighter,Human,Rapier|Shortbow|Dagger
Noble,Cleric|Druid|Monk|Paladin,Human,"Mace|Crossbow, Light|Javelin|Unarmed Strike|Dagger|Dart|Shortsword|Longbow|Halberd"
Acolyte,Ranger|Druid,Elf,Longbow|Spear|Shortsword|Scimitar
Knight,Paladin|Sorcerer,Half-Elf,Rapier|Spear
Outlander,Ranger|Rogue|Fighter,Tiefling,Scimitar|Scimitar|Longbow
Outlander,Fighter|Barbarian,Human,"Crossbow, Light"
Outlander,Ranger|Fighter,Elf,Longsword|Longbow|Handaxe|Longsword|Longsword|Longbow
Criminal,Paladin|Fighter,Half-Orc,Greatsword
Sailor,Rogue|Bard|Fighter|Warlock,Half-Elf,Rapier|Shortbow|Dagger|Whip
Sailor,Ranger|Cleric,Human,Shortsword|Longbow
Charlatan,Monk|Rogue,Human,Shortsword|Dart|Unarmed Strike
Outlander,Fighter|Barbarian,Goliath,"Longsword|Crossbow, Light"
Entertainer,Bard|Fighter|Rogue,Half-Elf,Rapier|Dagger|Longbow
Urchin,Rogue|Cleric|Bard,Half-Elf,Rapier|Shortbow|Dagger
Entertainer,Warlock|Bard,Half-Elf,"Crossbow, Light|Crossbow, Light|Dagger"
Outlander,Fighter|Warlock,Dragonborn,"Greatsword|Crossbow, Light"
Hermit,Artificer|Rogue,Tabaxi,"Handaxe|Spear|Crossbow, Light"
Outlander,Barbarian|Druid,Firbolg,Maul|Quarterstaff|Javelin
Sailor,Ranger|Rogue,Elf,Longbow|Rapier
Urchin,Warlock|Sorcerer,Half-Elf,Quarterstaff|Light hammer|Dagger
Criminal,Rogue|Bard,Elf,"Rapier|Dagger|Crossbow, hand|Dagger"
Folk Hero,Fighter|Rogue,Half-Elf,"Crossbow, Heavy|Scimitar"
Acolyte,Ranger|Sorcerer,Elf,Shortsword|Longbow
Acolyte,Wizard|Cleric|Druid,Human,Quarterstaff
Sailor,Rogue|Monk,Elf,Rapier|Shortbow|Dagger
Criminal,Monk|Ranger,Tabaxi,Spear|Dart|Unarmed Strike
Knight,Paladin|Bard|Warlock,Elf,Maul|Javelin
Soldier,Fighter|Rogue,Tabaxi,"Crossbow, Light|Rapier|Dagger"
Noble,Paladin|Fighter,Human,Longsword
Soldier,Fighter|Barbarian,Human,"Greatsword|Crossbow, Light"
Hermit,Barbarian|Druid,Turtle,Quarterstaff
Folk Hero,Barbarian|Paladin,Custom,Greataxe|Javelin|Flail|Trident
Hermit,Monk|Barbarian,Half-Orc,Spear|Dart|Battleaxe|Greatsword|Battleaxe
Entertainer,Wizard|Warlock,Elf,Quarterstaff
Urchin,Rogue|Warlock,Human,Rapier|Shortbow|Dagger
Soldier,Fighter|Paladin,Half-Orc,Longsword|Warhammer|Warhammer
Noble,Fighter|Warlock|Bard,Human,Rapier|Scimitar
Acolyte,Cleric|Fighter,Human,"Warhammer|Crossbow, Light"
Charlatan,Rogue|Warlock,Human,Dagger
Hermit,Druid|Fighter,Firbolg,None
Acolyte,Cleric|Paladin,Half-Elf,Mace|Greatclub
Acolyte,Cleric|Ranger,Aasimar,"Warhammer|Crossbow, Light"
Criminal,Paladin|Bard|Warlock,Human,Longsword|Javelin
Outlander,Monk|Druid,Elf,Longbow|Blowgun
Criminal,Rogue|Wizard,Half-Orc,"Rapier|Shortbow|Dagger|Crossbow, hand"
Outlander,Paladin|Barbarian,Half-Orc,Warhammer|Javelin
Outlander,Fighter|Warlock|Ranger,Half-Orc,Pike
Folk Hero,Barbarian|Druid,Human,Greatsword|Handaxe|Javelin
Hermit,Druid|Ranger,Turtle,Spear|Light hammer
Urchin,Ranger|Cleric,Human,Shortsword|Longbow
Acolyte,Paladin|Cleric,Tiefling,Battleaxe|Javelin
Hermit,Druid|Monk,Elf,Quarterstaff|Dagger|Shortbow
Noble,Cleric|Wizard,Human,"Mace|Crossbow, Light"
Criminal,Rogue|Fighter,Tabaxi,Rapier|Rapier
Soldier,Fighter|Ranger,Elf,Longbow
Noble,Fighter|Rogue|Ranger,Turtle,"Longbow|Handaxe|Shortsword|Crossbow, hand"
Acolyte,Wizard|Fighter,Elf,Quarterstaff
Knight,Paladin|Wizard,Dragonborn,Greatsword|Javelin
Acolyte,Monk|Rogue,Elf,Shortsword|Dart|Unarmed Strike
Outlander,Druid|Barbarian,Halfling,Whip
Knight,Paladin|Sorcerer,Half-Orc,Greatsword|Battleaxe|Javelin
Urchin,Rogue|Wizard,Half-Elf,Shortsword|Dagger|Dagger
Sage,Cleric|Wizard,Half-Elf,Dagger|Shortbow
Hermit,Wizard|Fighter,Tiefling,Dagger
Urchin,Rogue|Cleric,Human,Rapier|Shortbow|Dagger
Folk Hero,Paladin|Fighter,Half-Orc,Greataxe
Acolyte,Paladin|Sorcerer,Human,Net|Greatclub|Lance
Hermit,Barbarian|Bard|Monk,Human,Longsword|Handaxe|Javelin|Unarmed Strike
Criminal,Rogue|Ranger,Goblin,Rapier|Shortbow|Dagger|Scimitar
Sailor,Fighter|Ranger,Dragonborn,"Longbow|Rapier|Crossbow, Light"
Criminal,Fighter|Warlock,Human,"Crossbow, hand|Crossbow, hand|Handaxe"
Criminal,Rogue|Cleric,Halfling,Rapier|Shortbow|Dagger
Acolyte,Cleric|Fighter,Warforged,Mace
Entertainer,Paladin|Bard,Tiefling,Flail|Handaxe
Entertainer,Paladin|Bard,Warforged,Javelin|Unarmed Strike|Scimitar|Dagger
Noble,Rogue|Ranger,Half-Elf,Dagger|Whip
Criminal,Rogue|Wizard,Tabaxi,Shortsword|Shortsword|Dagger|Rapier
Acolyte,Cleric|Sorcerer,Human,"Crossbow, Light|Greatsword"
Outlander,Cleric|Fighter,Elf,Longbow|Quarterstaff|Sling|Unarmed Strike
Criminal,Rogue|Warlock,Elf,"Dagger|Dagger|Crossbow, hand|Shortsword"
Sailor,Barbarian|Fighter,Dragonborn,Handaxe|Javelin
Outlander,Fighter|Warlock|Sorcerer,Half-Elf,"Crossbow, Light"
Urchin,Rogue|Monk,Elf,Shortsword|Dagger|Longbow
Criminal,Rogue|Ranger,Gnome,Rapier|Shortbow|Dagger
Guild Artisan,Druid|Barbarian,Gnome,Light hammer|Morningstar
Sage,Fighter|Sorcerer|Wizard,Warforged,"Longsword|Crossbow, Light"
Sage,Bard|Rogue|Warlock,Tabaxi,Dagger|Scimitar|Shortbow
Criminal,Rogue|Sorcerer,Half-Orc,Shortsword|Shortbow|Dagger
Outlander,Barbarian|Sorcerer,Halfling,Greataxe|Handaxe|Greataxe|Handaxe|Javelin|Battleaxe
Entertainer,Bard|Sorcerer,Aasimar,Dagger|Dagger
Soldier,Fighter|Warlock,Aasimar,Handaxe
Acolyte,Ranger|Druid,Elf,Longbow|Spear|Shortsword|Scimitar
Folk Hero,Paladin|Sorcerer,Aasimar,Dagger|Longsword|Whip
Knight,Paladin|Sorcerer,Human,Greatsword|Javelin
Sage,Barbarian|Bard|Cleric|Druid|Fighter|Monk|Paladin|Ranger|Rogue|Sorcerer,Human,Maul|Handaxe|Javelin|Unarmed Strike|Longbow
Entertainer,Fighter|Rogue,Human,Scimitar|Scimitar
Knight,Paladin|Sorcerer,Human,Greatsword|Greataxe|Javelin
Outlander,Ranger|Rogue,Human,Longbow|Scimitar|Longbow|Longsword|Longbow
Soldier,Paladin|Sorcerer,Human,Halberd|Javelin
Outlander,Rogue|Sorcerer|Fighter,Elf,Rapier|Dagger|Longbow|Longbow|Longbow|Whip
Criminal,Rogue|Ranger,Elf,Longbow|Rapier|Shortsword|Dagger
Sage,Fighter|Warlock,Tiefling,"Longbow|Scimitar|Crossbow, Light"
Guild Artisan,Warlock|Sorcerer,Half-Elf,"Crossbow, Light|Dagger"
Entertainer,Bard|Rogue|Fighter,Human,Scimitar|Scimitar
Entertainer,Barbarian|Bard,Goliath,Greataxe|Handaxe|Javelin
Acolyte,Ranger|Warlock,Elf,Dagger|Longbow|Quarterstaff|Dagger
Acolyte,Sorcerer|Monk,Human,Quarterstaff|Dagger
Criminal,Fighter|Warlock,Half-Elf,Warhammer|Whip
Knight,Fighter|Barbarian,Human,Longbow|Greatsword|Longsword
Folk Hero,Warlock|Barbarian,Dwarf,Greataxe
Knight,Fighter|Sorcerer,Aasimar,"Longsword|Crossbow, Light"
Entertainer,Barbarian|Bard,Custom,Scimitar|Handaxe|Javelin
Outlander,Fighter|Ranger|Rogue,Tiefling,Longbow|Scimitar|Dagger|Handaxe|Longbow
Soldier,Paladin|Barbarian,Tiefling,Javelin|Longsword|Flail|Whip
Acolyte,Cleric|Fighter,Elf,Unarmed Strike
Outlander,Monk|Fighter,Human,Unarmed Strike|Shortsword
Criminal,Paladin|Warlock|Bard,Half-Elf,Rapier
Sage,Fighter|Warlock,Human,Rapier
Soldier,Fighter|Paladin,Dwarf,"Warhammer|Crossbow, Light|Battleaxe|Javelin"
Sailor,Sorcerer|Warlock,Human,Spear
Outlander,Monk|Fighter,Genasi,Spear|Dart|Unarmed Strike|Spear|Longsword|Net
Sailor,Wizard|Fighter,Human,Dagger|Longsword|Halberd
Folk Hero,Rogue|Fighter,Halfling,Shortsword|Longbow|Dagger
Outlander,Rogue|Ranger,Halfling,Rapier|Shortbow|Sling|Dagger|Whip|Dagger
Soldier,Fighter|Barbarian,Human,"Crossbow, hand"
Acolyte,Cleric|Warlock,Half-Elf,None
Criminal,Fighter|Barbarian,Dwarf,Greataxe|Greataxe|Handaxe
Criminal,Rogue|Cleric,Human,Dagger|Unarmed Strike|Longsword|Greatsword
Criminal,Fighter|Rogue,Elf,"Crossbow, Light|Longbow|Dagger|Shortsword"
Charlatan,Bard|Rogue,Tabaxi,Dagger
Noble,Fighter|Cleric,Half-Elf,Longsword|Handaxe|Dagger
Soldier,Fighter|Cleric,Half-Elf,"Crossbow, Light"
Outlander,Rogue|Wizard,Aasimar,Rapier|Shortbow|Dagger
Acolyte,Paladin|Sorcerer,Human,Lance|Halberd|Net
Soldier,Barbarian|Monk|Paladin|Fighter,Turtle,Greataxe|Handaxe|Javelin
Outlander,Fighter|Rogue,Human,Longbow|Longbow|Longsword|Handaxe
Outlander,Rogue|Fighter,Human,Shortsword|Shortbow|Dagger
Outlander,Fighter|Rogue,Elf,Longbow|Longbow|Longsword|Handaxe
Noble,Rogue|Bard,Custom,Rapier|Shortbow|Dagger
Entertainer,Bard|Warlock,Halfling,Rapier|Dagger
Acolyte,Fighter|Barbarian,Custom,Longsword|Handaxe
Noble,Cleric|Druid,Elf,"Mace|Crossbow, Light"
Outlander,Fighter|Warlock,Aasimar,Handaxe|Handaxe|Longsword|Longsword
Outlander,Barbarian|Fighter,Goblin,None
Urchin,Bard|Rogue,Tabaxi,Rapier|Dagger|Scimitar|Shortbow
Entertainer,Barbarian|Bard,Goliath,Greataxe|Handaxe|Javelin|Unarmed Strike
Charlatan,Wizard|Rogue,Tiefling,Dagger|Dagger
Sailor,Barbarian|Rogue,Goliath,Javelin
Soldier,Sorcerer|Fighter,Genasi,Light hammer|Warhammer
Acolyte,Paladin|Warlock,Aasimar,Javelin
Folk Hero,Sorcerer|Barbarian,Halfling,Battleaxe|Greataxe|Battleaxe|Greataxe|Javelin
Folk Hero,Ranger|Fighter,Elf,Shortsword|Longbow|Shortsword
Outlander,Monk|Rogue,Elf,Shortsword|Dart|Unarmed Strike|Longbow
Acolyte,Cleric|Fighter,Half-Orc,"Warhammer|Crossbow, Light"
Criminal,Fighter|Rogue,Tabaxi,Longbow|Whip|Longbow|Dagger
Outlander,Druid|Warlock|Monk,Firbolg,None
Sailor,Fighter|Rogue,Half-Orc,"Scimitar|Scimitar|Crossbow, Light"
Noble,Sorcerer|Warlock,Human,Dagger|Quarterstaff
Sage,Warlock|Paladin,Custom,Longsword|Longsword
Criminal,Fighter|Wizard,Custom,"Greatsword|Crossbow, Light"
Entertainer,Bard|Warlock,Dwarf,Rapier|Dagger
Acolyte,Cleric|Warlock,Half-Elf,None
Outlander,Fighter|Barbarian,Human,Longsword|Longsword|Handaxe
Hermit,Cleric|Wizard,Warforged,Warhammer|Dagger
Sailor,Ranger|Cleric,Human,"Net|Crossbow, hand"
Hermit,Sorcerer|Warlock,Half-Elf,"Crossbow, Light|Dagger"
Sailor,Bard|Monk,Tabaxi,Rapier|Dagger
Noble,Monk|Rogue,Human,Rapier
Charlatan,Rogue|Ranger,Human,Rapier|Shortbow|Dagger
Urchin,Rogue|Sorcerer,Goblin,Shortsword|Shortsword|Dagger
Outlander,Rogue|Ranger,Human,Rapier|Shortbow|Dagger
Soldier,Fighter|Barbarian,Dwarf,Longbow|Greataxe|Greatsword|Handaxe
Acolyte,Ranger|Paladin,Human,Shortsword|Longbow
Folk Hero,Barbarian|Druid,Goliath,Javelin|Quarterstaff
Criminal,Sorcerer|Warlock,Human,Quarterstaff|Dagger
Criminal,Sorcerer|Warlock,Human,Quarterstaff|Dagger
Noble,Ranger|Rogue,Gnome,Shortsword|Shortbow
Outlander,Ranger|Rogue,Custom,Shortsword|Longbow
Charlatan,Druid|Rogue,Firbolg,None
Outlander,Rogue|Fighter,Elf,Rapier|Shortbow|Dagger
Outlander,Barbarian|Cleric,Human,Morningstar|Mace|Javelin
Knight,Fighter|Artificer,Human,"Longsword|Crossbow, Light"
Knight,Fighter|Sorcerer,Aasimar,"Longsword|Crossbow, Light"
Entertainer,Druid|Bard,Elf,Quarterstaff|Dagger
Charlatan,Wizard|Rogue,Tiefling,Dagger
Urchin,Paladin|Sorcerer,Elf,"Scimitar|Crossbow, Heavy"
Soldier,Fighter|Warlock,Gnome,"Longbow|Battleaxe|Crossbow, Light"
Sailor,Fighter|Bard,Genasi,"Longsword|Crossbow, Light"
Folk Hero,Fighter|Wizard,Human,Longsword|Handaxe|Handaxe
Charlatan,Warlock|Sorcerer,Aasimar,Quarterstaff|Greatclub|Dagger
Charlatan,Rogue|Paladin,Aasimar,Shortsword|Shortsword|Dagger
Noble,Bard|Warlock,Elf,Rapier|Dagger
Criminal,Rogue|Sorcerer,Tiefling,"Shortsword|Dagger|Crossbow, hand"
Criminal,Fighter|Warlock,Half-Elf,Battleaxe|Handaxe|Battleaxe
Soldier,Fighter|Barbarian,Human,"Greatsword|Crossbow, Light"
Entertainer,Sorcerer|Warlock|Bard,Firbolg,Sickle|Dagger
Noble,Sorcerer|Warlock,Human,Dagger
Acolyte,Paladin|Warlock,Aasimar,Longsword|Longsword
Criminal,Rogue|Ranger,Halfling,Rapier|Shortbow
Criminal,Fighter|Rogue,Human,"Crossbow, Heavy|Crossbow, hand|Rapier"
Charlatan,Monk|Fighter,Human,Shortbow|Unarmed Strike
Soldier,Fighter|Rogue,Human,"Longbow|Crossbow, Light"
Soldier,Fighter|Warlock,Human,Glaive
Soldier,Fighter|Warlock,Human,Glaive
Gladiator,Fighter|Paladin,Custom,Maul|Handaxe|Warhammer|Maul|Mace|Spear
Sage,Wizard|Cleric,Elf,Quarterstaff|Dagger
Folk Hero,Wizard|Warlock,Human,"Dagger|Crossbow, Light"
Soldier,Fighter|Rogue,Human,Shortbow|Glaive|Spear|Shortsword
Folk Hero,Druid|Cleric,Firbolg,None
Criminal,Rogue|Ranger,Elf,Rapier|Shortsword
Outlander,Barbarian|Paladin,Half-Orc,Greataxe|Javelin
Folk Hero,Rogue|Fighter,Custom,Rapier|Shortbow|Dagger|Whip
Sage,Monk|Cleric,Elf,Shortsword|Dart|Unarmed Strike|Sickle
Outlander,Druid|Barbarian,Firbolg,Quarterstaff|Handaxe
Sailor,Rogue|Warlock,Human,Shortsword|Shortbow|Dagger
Folk Hero,Bard|Rogue,Halfling,"Crossbow, Light|Unarmed Strike|Greatclub"
Outlander,Ranger|Fighter,Halfling,Shortsword|Shortbow
Sage,Fighter|Wizard|Rogue,Half-Elf,Dagger|Whip|Longbow
Charlatan,Rogue|Fighter,Human,Rapier|Rapier|Shortbow|Dagger
Charlatan,Rogue|Fighter,Tabaxi,Rapier|Shortbow|Dagger
Noble,Ranger|Sorcerer,Genasi,Shortsword|Longbow|Shortsword
Entertainer,Sorcerer|Warlock,Halfling,Quarterstaff|Dagger|Longsword|Greataxe
Acolyte,Fighter|Paladin,Human,Longbow|Greatsword|Battleaxe|Handaxe
Charlatan,Rogue|Fighter,Human,Rapier|Shortsword|Dagger
Soldier,Cleric|Monk,Dwarf,"Warhammer|Warhammer|Crossbow, Light|Unarmed Strike|Dagger"
Acolyte,Fighter|Druid,Warforged,"Crossbow, Light"
Acolyte,Rogue|Paladin,Human,Rapier|Shortbow|Dagger
Criminal,Rogue|Ranger,Genasi,Rapier|Dagger|Whip|Shortbow|Scimitar|Shortsword
Entertainer,Bard|Warlock,Tiefling,Rapier|Dagger
Knight,Fighter|Sorcerer|Paladin,Aasimar,Greatsword|Halberd|Handaxe
Entertainer,Sorcerer|Fighter,Tiefling,"Crossbow, Light|Dagger"
Urchin,Rogue|Warlock,Tiefling,Rapier|Shortbow|Dagger
Charlatan,Sorcerer|Barbarian,Dragonborn,Glaive|Handaxe
Criminal,Warlock|Cleric,Dragonborn,"Crossbow, Light|Dagger|Shortsword"
Soldier,Wizard|Cleric,Halfling,"Crossbow, Heavy"
Acolyte,Cleric|Fighter,Dwarf,"Warhammer|Crossbow, Light"
Folk Hero,Ranger|Warlock,Halfling,Shortsword|Longbow
Acolyte,Warlock|Bard,Dragonborn,Dagger|Dagger
Entertainer,Sorcerer|Bard,Half-Elf,"Crossbow, Light|Dagger"
Acolyte,Paladin|Druid,Elf,Shortsword|Whip|Sickle
Acolyte,Cleric|Rogue,Aasimar,"Mace|Crossbow, Light|Light hammer|Shortsword"
Urchin,Fighter|Wizard,Tiefling,Longbow|Shortsword|Handaxe
Sage,Wizard|Fighter,Elf,Quarterstaff|Dagger|Rapier
Criminal,Rogue|Sorcerer,Human,Rapier|Shortbow|Dagger|Dagger
Soldier,Fighter|Warlock,Human,Glaive
Soldier,Paladin|Wizard,Tiefling,Greatsword|Longsword|Shortsword|Whip|Dagger
Soldier,Fighter|Barbarian,Human,"Greatsword|Crossbow, hand"
Sage,Artificer|Wizard,Custom,Dagger
Sailor,Fighter|Warlock,Turtle,"Maul|Crossbow, Heavy|Handaxe"
Outlander,Barbarian|Warlock,Half-Orc,"Greatclub|Javelin|Shortsword|Crossbow, Light|Dagger|Unarmed Strike"
Folk Hero,Barbarian|Sorcerer,Tiefling,Greataxe|Handaxe|Javelin
Hermit,Druid|Wizard,Human,Sickle
Noble,Paladin|Cleric,Aasimar,Longsword|Javelin
Folk Hero,Fighter|Barbarian,Human,"Greatsword|Crossbow, Light"
Charlatan,Rogue|Warlock,Human,Shortsword|Shortbow|Dagger
Charlatan,Fighter|Bard|Warlock|Rogue|Sorcerer,Tiefling,"Rapier|Shortsword|Crossbow, Light"
Sage,Cleric|Artificer,Gnome,Mace|Mace
Charlatan,Rogue|Bard,Half-Elf,"Rapier|Crossbow, hand|Crossbow, Light|Dagger"
Urchin,Fighter|Rogue,Halfling,"Crossbow, Light|Dagger|Dart"
Sailor,Cleric|Sorcerer,Half-Orc,Rapier|Greataxe|Javelin|Whip
Noble,Warlock|Fighter,Half-Elf,Dagger|Longbow|Shortsword|Shortsword
Entertainer,Bard|Druid,Elf,Rapier|Dagger
Charlatan,Rogue|Wizard,Tiefling,Rapier|Shortbow|Dagger
Soldier,Barbarian|Ranger,Human,Longsword|Longsword|Warhammer|Warhammer|Handaxe
Soldier,Fighter|Bard,Halfling,Unarmed Strike
Criminal,Barbarian|Fighter|Wizard,Dragonborn,Greataxe|Javelin|Unarmed Strike|Pike
Acolyte,Sorcerer|Wizard,Halfling,"Crossbow, Light|Dagger"
Criminal,Ranger|Sorcerer,Human,"Crossbow, Heavy|Crossbow, hand"
Acolyte,Cleric|Wizard,Firbolg,"Mace|Crossbow, Light|Javelin|Greataxe"
Sage,Bard|Monk,Aasimar,Rapier|Dagger
Noble,Rogue|Sorcerer,Human,"Rapier|Shortbow|Dagger|Crossbow, hand"
Criminal,Bard|Rogue,Custom,Rapier|Dagger
Outlander,Paladin|Warlock,Half-Orc,Flail|Javelin
Sailor,Fighter|Rogue,Half-Orc,"Scimitar|Scimitar|Crossbow, Light"
Charlatan,Rogue|Warlock,Halfling,Rapier|Shortsword|Dagger
Hermit,Druid|Bard,Turtle,None
Soldier,Rogue|Fighter,Elf,Rapier|Shortbow|Dagger
Soldier,Fighter|Rogue,Elf,Longbow|Rapier|Handaxe
Entertainer,Barbarian|Fighter,Human,Handaxe|Unarmed Strike|Scimitar
Charlatan,Barbarian|Sorcerer,Dragonborn,Glaive|Handaxe
Outlander,Ranger|Rogue,Dragonborn,Shortsword
Criminal,Rogue|Bard|Ranger,Halfling,Shortsword|Shortbow|Dagger
Charlatan,Rogue|Bard,Tiefling,Shortsword|Shortbow|Dagger
Folk Hero,Fighter|Rogue,Human,Longbow|Shortsword|Greatsword
Charlatan,Sorcerer|Monk,Elf,Sling|Quarterstaff
Acolyte,Monk|Wizard,Tiefling,Quarterstaff|Dart|Unarmed Strike
Soldier,Fighter|Warlock,Human,Glaive
Criminal,Fighter|Rogue,Elf,"Longbow|Rapier|Crossbow, Light"
Acolyte,Cleric|Warlock,Half-Elf,"Mace|Crossbow, Light"
Hermit,Druid|Cleric,Warforged,Quarterstaff
Entertainer,Bard|Warlock,Goblin,"Crossbow, Light|Dagger|Crossbow, hand"
Entertainer,Bard|Warlock,Half-Elf,Rapier|Dagger
Knight,Fighter,Human,Glaive|Greatsword|Handaxe
Outlander,Monk|Druid,Firbolg,Quarterstaff|Dart|Unarmed Strike
Criminal,Bard|Warlock,Half-Elf,Rapier|Dagger
Hermit,Ranger|Rogue,Halfling,Shortsword|Longbow
Charlatan,Rogue|Wizard,Gnome,"Shortsword|Dagger|Crossbow, Light"
Folk Hero,Ranger|Warlock,Human,Handaxe|Handaxe|Longbow
Criminal,Sorcerer|Warlock,Custom,Longsword
Outlander,Barbarian|Paladin,Half-Elf,Greatsword|Handaxe|Javelin
Acolyte,Rogue|Paladin,Human,Rapier|Shortbow|Dagger
Noble,Warlock|Sorcerer,Half-Elf,Quarterstaff|Dagger
Charlatan,Rogue|Bard,Tiefling,Shortsword|Shortbow|Dagger
Sailor,Fighter|Warlock,Human,"Longsword|Crossbow, Light"
Outlander,Ranger|Rogue,Elf,Shortsword|Longbow
Hermit,Paladin|Sorcerer,Firbolg,Greatsword|Flail|Javelin
Knight,Fighter|Barbarian,Dragonborn,Longsword|Handaxe
Urchin,Fighter|Warlock,Human,Longbow|Longbow|Longbow
Charlatan,Warlock|Rogue,Half-Elf,"Crossbow, Light|Dagger"
Outlander,Ranger|Barbarian,Halfling,Club|Club|Longbow
Entertainer,Bard|Paladin,Human,Rapier|Dagger
Urchin,Monk|Rogue,Tabaxi,"Shortsword|Dart|Unarmed Strike|Crossbow, Light"
Sage,Fighter|Wizard,Half-Elf,Dagger|Whip
Criminal,Rogue|Fighter,Halfling,Shortsword|Shortbow|Dagger
Outlander,Rogue|Sorcerer,Human,Shortsword|Shortbow|Dagger
Folk Hero,Monk|Cleric,Human,Spear|Unarmed Strike|Longsword|Longbow
Outlander,Rogue|Fighter,Human,Shortsword|Shortbow|Dagger|Spear
Sage,Warlock|Sorcerer,Aasimar,Dagger|Dagger|Dagger
Hermit,Wizard|Druid,Human,Quarterstaff
Folk Hero,Druid|Cleric,Dwarf,Warhammer
Entertainer,Rogue|Fighter,Human,Shortsword|Shortsword|Dagger
Sailor,Bard|Fighter,Goliath,Light hammer|Dagger
Sailor,Rogue|Bard,Half-Orc,Rapier|Shortbow|Dagger
Folk Hero,Wizard|Bard,Human,Quarterstaff
Folk Hero,Sorcerer|Wizard,Half-Elf,"Crossbow, Light|Dagger"
Noble,Sorcerer|Warlock,Aasimar,Sling|Dagger
Soldier,Fighter|Rogue,Human,Glaive|Handaxe|Longbow|Shortsword
Criminal,Bard|Warlock,Tabaxi,Rapier|Dagger
Charlatan,Rogue|Warlock,Human,Rapier|Shortbow|Dagger
Soldier,Fighter|Warlock,Human,Glaive
Entertainer,Monk|Rogue,Human,Dagger|Dart|Unarmed Strike|Net
Charlatan,Warlock|Sorcerer,Tiefling,"Crossbow, Light|Dagger"
Entertainer,Cleric|Bard,Human,"Mace|Crossbow, Light"
Noble,Bard|Cleric,Human,"Dagger|Rapier|Crossbow, hand"
Hermit,Ranger|Druid,Firbolg,Quarterstaff
Outlander,Ranger|Rogue,Elf,Shortsword|Longbow
Soldier,Fighter|Warlock,Human,"Longbow|Greatsword|Maul|Crossbow, Light|Rapier"
Soldier,Paladin|Sorcerer,Human,Longsword|Javelin
Entertainer,Bard|Barbarian,Half-Elf,Longsword|Dagger
Hermit,Warlock|Paladin,Tiefling,Greatsword
Noble,Paladin|Sorcerer,Aasimar,Longsword|Javelin
Outlander,Fighter|Sorcerer,Half-Orc,Greataxe|Handaxe|Dagger
Outlander,Bard|Warlock,Half-Elf,Longsword|Dagger|Quarterstaff
Criminal,Warlock|Bard,Tiefling,"Crossbow, Light|Dagger"
Urchin,Sorcerer|Warlock,Human,None
Urchin,Sorcerer|Warlock,Human,None
Urchin,Sorcerer|Warlock,Human,Dagger
Urchin,Sorcerer|Warlock,Human,Dagger
Soldier,Artificer|Fighter|Wizard,Warforged,"Crossbow, Light"
Charlatan,Bard|Cleric,Firbolg,Rapier|Dagger
Outlander,Barbarian|Druid,Half-Orc,Warhammer|Javelin
Folk Hero,Barbarian|Druid,Half-Orc,Battleaxe|Handaxe|Javelin
Entertainer,Bard|Warlock,Tabaxi,Longsword|Dagger
